#XLO XHI SOURCE
9.97 9.98 0.00136364
9.98 9.99 0.00136249
9.99 10 0.00136134
10 10.01 0.0013602
10.01 10.02 0.00135907
10.02 10.03 0.00135793
10.03 10.04 0.0013568
10.04 10.05 0.00135566
10.05 10.06 0.00135453
10.06 10.07 0.00135339
10.07 10.08 0.00135226
10.08 10.09 0.00135112
10.09 10.1 0.00134999
10.1 10.11 0.00134886
10.11 10.12 0.00134772
10.12 10.13 0.00134659
10.13 10.14 0.00134545
10.14 10.15 0.00134432
10.15 10.16 0.00134319
10.16 10.17 0.00134206
10.17 10.18 0.00134092
10.18 10.19 0.00133979
